Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,PassAttemptedLong,Cmp%,PassAtt,Thr,Launch%,AvgLen,GoalKickAtt,GKLaunch%,GKAvgLen,Opp,Stp,Stp%,#OPA,AvgDist
2020-12-19,Vicente Guaita,Matchweek 14,Home,L 0–7,Crystal Palace,Liverpool,Y,GK,90,7,7,0,0.0,0,4.2,0,0,0,0,13,26,50.0,31,6,71.0,45.4,4,100.0,66.5,8,0,0.0,2,18.1
2020-12-26,Vicente Guaita,Matchweek 15,Away,L 0–3,Crystal Palace,Aston Villa,Y,GK,90,10,3,7,70.0,0,3.5,0,0,0,0,7,18,38.9,23,4,56.5,42.7,6,83.3,56.7,12,0,0.0,2,16.3
2020-12-28,Vicente Guaita,Matchweek 16,Home,D 1–1,Crystal Palace,Leicester City,Y,GK,90,2,1,1,50.0,0,1.0,1,0,1,0,7,22,31.8,22,5,45.5,39.7,15,80.0,57.1,10,1,10.0,0,15.0
2021-01-02,Vicente Guaita,Matchweek 17,Home,W 2–0,Crystal Palace,Sheffield Utd,Y,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,7,19,36.8,17,2,70.6,46.1,7,100.0,65.7,6,0,0.0,0,23.0
2021-01-14,Vicente Guaita,Matchweek 18,Away,D 0–0,Crystal Palace,Arsenal,Y,GK,90,4,0,4,100.0,1,0.2,0,0,0,0,4,12,33.3,17,3,52.9,42.6,7,42.9,36.9,8,0,0.0,0,7.8
2021-01-17,Vicente Guaita,Matchweek 19,Away,L 0–4,Crystal Palace,Manchester City,Y,GK,90,6,4,2,33.3,0,2.6,0,0,0,0,5,17,29.4,25,7,56.0,39.0,5,60.0,45.0,9,0,0.0,0,11.5
2021-01-26,Vicente Guaita,Matchweek 20,Home,L 2–3,Crystal Palace,West Ham,Y,GK,90,7,3,4,57.1,0,3.7,0,0,0,0,8,12,66.7,23,5,39.1,31.2,4,75.0,53.3,3,0,0.0,0,10.5
2021-01-30,Vicente Guaita,Matchweek 21,Home,W 1–0,Crystal Palace,Wolves,Y,GK,90,4,0,4,100.0,1,1.6,0,0,0,0,7,14,50.0,24,6,41.7,36.8,5,80.0,56.2,13,1,7.7,0,13.3
2021-02-02,Vicente Guaita,Matchweek 22,Away,W 2–1,Crystal Palace,Newcastle Utd,Y,GK,90,5,1,4,80.0,0,1.6,0,0,0,0,4,26,15.4,23,2,73.9,49.0,10,90.0,61.9,16,1,6.3,0,9.2
2021-02-08,Vicente Guaita,Matchweek 23,Away,L 0–2,Crystal Palace,Leeds United,Y,GK,90,7,2,5,71.4,0,2.6,0,0,0,0,4,16,25.0,12,4,41.7,37.9,12,91.7,60.8,9,2,22.2,0,0
2021-02-13,Vicente Guaita,Matchweek 24,Home,L 0–3,Crystal Palace,Burnley,Y,GK,90,4,3,1,25.0,0,2.0,0,0,0,0,7,15,46.7,20,5,45.0,38.2,6,100.0,67.7,7,1,14.3,0,10.3
2021-02-22,Vicente Guaita,Matchweek 25,Away,W 2–1,Crystal Palace,Brighton,Y,GK,90,5,1,4,80.0,0,1.2,0,0,0,0,11,23,47.8,19,1,63.2,47.5,15,73.3,58.1,16,0,0.0,0,5.3
2021-02-28,Vicente Guaita,Matchweek 26,Home,D 0–0,Crystal Palace,Fulham,Y,GK,90,5,0,5,100.0,1,0.6,0,0,0,0,12,26,46.2,23,7,56.5,40.4,14,92.9,66.3,9,0,0.0,0,14.6
2021-03-07,Vicente Guaita,Matchweek 27,Away,L 1–4,Crystal Palace,Tottenham,Y,GK,90,5,4,1,20.0,0,3.7,0,0,0,0,7,20,35.0,23,4,60.9,41.2,6,100.0,64.5,9,0,0.0,0,12.0
2021-03-13,Vicente Guaita,Matchweek 28,Home,W 1–0,Crystal Palace,West Brom,Y,GK,90,1,0,1,100.0,1,0.4,0,0,0,0,6,23,26.1,27,8,55.6,43.6,10,80.0,58.8,16,4,25.0,0,9.6
2021-03-03,Vicente Guaita,Matchweek 29,Home,D 0–0,Crystal Palace,Manchester Utd,Y,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,7,25,28.0,27,3,70.4,48.7,8,75.0,58.6,17,1,5.9,0,11.0
2021-04-05,Vicente Guaita,Matchweek 30,Away,D 1–1,Crystal Palace,Everton,Y,GK,90,7,1,6,85.7,0,2.2,0,0,0,0,3,14,21.4,23,4,26.1,36.3,9,88.9,62.3,10,1,10.0,0,10.5
2021-04-10,Vicente Guaita,Matchweek 31,Home,L 1–4,Crystal Palace,Chelsea,Y,GK,90,9,4,5,55.6,0,2.9,0,0,0,0,13,28,46.4,34,3,58.8,40.9,9,88.9,62.6,10,1,10.0,0,11.0
2021-05-11,Vicente Guaita,Matchweek 32,Away,L 1–3,Crystal Palace,Southampton,Y,GK,90,6,3,3,50.0,0,2.5,0,0,0,0,8,19,42.1,20,2,60.0,41.0,7,100.0,64.9,6,0,0.0,1,14.8
2021-04-26,Vicente Guaita,Matchweek 33,Away,L 1–2,Crystal Palace,Leicester City,Y,GK,90,5,2,3,60.0,0,1.3,0,0,0,0,14,25,56.0,17,1,94.1,57.9,9,100.0,68.1,7,0,0.0,0,9.4
2021-05-01,Vicente Guaita,Matchweek 34,Home,L 0–2,Crystal Palace,Manchester City,Y,GK,90,3,2,1,33.3,0,1.1,0,0,0,0,8,19,42.1,14,6,64.3,42.1,10,100.0,66.9,5,1,20.0,1,17.2
2021-05-08,Vicente Guaita,Matchweek 35,Away,W 2–0,Crystal Palace,Sheffield Utd,Y,GK,90,0,0,0,0,1,0.0,0,0,0,0,8,20,40.0,21,5,52.4,47.1,10,90.0,65.7,9,0,0.0,1,18.8
2021-05-19,Vicente Guaita,Matchweek 37,Home,L 1–3,Crystal Palace,Arsenal,Y,GK,90,3,3,0,0.0,0,1.9,0,0,0,0,6,17,35.3,18,3,72.2,53.8,5,80.0,60.2,11,3,27.3,1,16.3
2021-05-23,Vicente Guaita,Matchweek 38,Away,L 0–2,Crystal Palace,Liverpool,Y,GK,90,5,2,3,60.0,0,2.2,0,0,0,0,9,31,29.0,27,5,70.4,49.9,13,92.3,67.2,14,1,7.1,1,10.7
2021-01-04,Fraser Forster,Matchweek 17,Home,W 1–0,Southampton,Liverpool,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,5,35,14.3,29,1,72.4,51.4,14,100.0,65.2,19,2,10.5,0,8.5
2021-03-01,Fraser Forster,Matchweek 26,Away,L 0–1,Southampton,Everton,Y,GK,90,1,1,0,0.0,0,0.5,0,0,0,0,9,20,45.0,28,6,64.3,46.7,4,50.0,45.0,9,0,0.0,0,12.7
2021-03-06,Fraser Forster,Matchweek 27,Away,W 2–0,Southampton,Sheffield Utd,Y,GK,90,2,0,2,100.0,1,0.5,0,0,0,0,11,29,37.9,34,3,61.8,48.0,8,100.0,68.6,10,0,0.0,2,17.9
2021-03-14,Fraser Forster,Matchweek 28,Home,L 1–2,Southampton,Brighton,Y,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,8,18,44.4,26,4,42.3,36.4,10,70.0,45.6,7,0,0.0,1,19.5
2021-04-04,Fraser Forster,Matchweek 30,Home,W 3–2,Southampton,Burnley,Y,GK,90,4,2,3,75.0,0,2.2,1,1,0,0,2,24,8.3,33,3,60.6,44.7,4,100.0,65.3,18,3,16.7,2,16.3
2021-04-12,Fraser Forster,Matchweek 31,Away,L 0–3,Southampton,West Brom,Y,GK,90,5,3,3,60.0,0,2.4,1,1,0,0,3,12,25.0,17,4,29.4,28.9,11,63.6,48.2,9,0,0.0,1,17.2
2021-05-11,Fraser Forster,Matchweek 32,Home,W 3–1,Southampton,Crystal Palace,Y,GK,90,3,1,2,66.7,0,0.6,1,0,1,0,1,4,25.0,16,2,18.8,25.2,4,25.0,19.5,8,1,12.5,0,6.0
2021-05-08,Fraser Forster,Matchweek 35,Away,L 0–2,Southampton,Liverpool,Y,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,4,11,36.4,27,6,33.3,31.8,9,22.2,23.2,8,1,12.5,1,14.2
2021-05-19,Will Norris,Matchweek 37,Home,L 0–3,Burnley,Liverpool,Y,GK,90,3,3,0,0.0,0,1.0,0,0,0,0,12,22,54.5,14,0,100.0,63.4,9,88.9,66.6,7,0,0.0,1,27.0
2021-05-23,Will Norris,Matchweek 38,Away,L 0–1,Burnley,Sheffield Utd,Y,GK,90,3,1,2,66.7,0,0.1,0,0,0,0,9,28,32.1,23,1,82.6,62.2,10,90.0,68.8,11,1,9.1,0,13.2
2021-05-16,Jack Butland,Matchweek 36,Home,W 3–2,Crystal Palace,Aston Villa,Y,GK,90,5,2,3,60.0,0,0.8,0,0,0,0,3,18,16.7,13,2,76.9,55.2,8,100.0,77.1,10,1,10.0,2,23.0
2020-09-12,Karl Darlow,Matchweek 1,Away,W 2–0,Newcastle Utd,West Ham,Y,GK,90,3,0,3,100.0,1,0.9,0,0,0,0,6,17,35.3,20,2,70.0,50.1,3,100.0,70.3,18,1,5.6,0,7.7
2020-09-20,Karl Darlow,Matchweek 2,Home,L 0–3,Newcastle Utd,Brighton,Y,GK,90,5,3,3,60.0,0,2.5,1,1,0,0,6,18,33.3,16,2,56.3,47.1,9,100.0,69.3,6,0,0.0,0,13.0
2020-09-27,Karl Darlow,Matchweek 3,Away,D 1–1,Newcastle Utd,Tottenham,Y,GK,90,11,1,10,90.9,0,2.4,0,0,0,0,13,27,48.1,26,6,80.8,51.6,6,100.0,72.0,7,0,0.0,0,11.3
2020-10-03,Karl Darlow,Matchweek 4,Home,W 3–1,Newcastle Utd,Burnley,Y,GK,90,3,1,2,66.7,0,0.4,0,0,0,0,8,30,26.7,35,8,71.4,53.0,5,100.0,73.4,12,4,33.3,0,12.4
2020-10-17,Karl Darlow,Matchweek 5,Home,L 1–4,Newcastle Utd,Manchester Utd,Y,GK,90,11,4,7,63.6,0,3.9,1,0,1,0,9,27,33.3,26,5,69.2,49.5,10,90.0,58.2,8,3,37.5,1,12.8
2020-10-25,Karl Darlow,Matchweek 6,Away,D 1–1,Newcastle Utd,Wolves,Y,GK,90,4,1,3,75.0,0,0.7,0,0,0,0,7,16,43.8,15,4,53.3,47.1,12,66.7,53.3,7,0,0.0,0,7.5
2020-11-01,Karl Darlow,Matchweek 7,Home,W 2–1,Newcastle Utd,Everton,Y,GK,90,4,1,3,75.0,0,0.4,0,0,0,0,3,20,15.0,19,4,57.9,50.3,11,81.8,58.5,13,2,15.4,0,9.6
2020-11-06,Karl Darlow,Matchweek 8,Away,L 0–2,Newcastle Utd,Southampton,Y,GK,90,7,2,4,71.4,0,1.5,0,0,0,0,3,21,14.3,22,3,68.2,50.5,8,75.0,58.6,3,0,0.0,1,17.8
2020-11-21,Karl Darlow,Matchweek 9,Home,L 0–2,Newcastle Utd,Chelsea,Y,GK,90,3,2,2,33.3,0,0.9,0,0,0,0,6,19,31.6,19,4,68.4,47.8,7,85.7,58.1,4,1,25.0,0,12.0
2020-11-27,Karl Darlow,Matchweek 10,Away,W 2–0,Newcastle Utd,Crystal Palace,Y,GK,90,3,0,3,100.0,1,0.9,0,0,0,0,12,27,44.4,24,3,70.8,52.1,11,90.9,64.7,14,0,0.0,0,10.4
2021-01-23,Karl Darlow,Matchweek 11,Away,L 0–2,Newcastle Utd,Aston Villa,Y,GK,90,5,2,3,60.0,0,1.9,0,0,0,0,10,16,62.5,16,5,56.3,43.1,9,77.8,55.3,11,0,0.0,0,13.4
2020-12-12,Karl Darlow,Matchweek 12,Home,W 2–1,Newcastle Utd,West Brom,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,5,23,21.7,23,5,69.6,50.5,8,87.5,61.3,13,1,7.7,0,10.5
2020-12-16,Karl Darlow,Matchweek 13,Away,L 2–5,Newcastle Utd,Leeds United,Y,GK,90,9,5,4,44.4,0,4.4,0,0,0,0,9,27,33.3,17,1,88.2,59.2,13,92.3,61.9,18,2,11.1,0,8.5
2020-12-19,Karl Darlow,Matchweek 14,Home,D 1–1,Newcastle Utd,Fulham,Y,GK,90,3,1,3,66.7,0,0.7,0,0,0,0,4,10,40.0,15,5,40.0,38.5,8,50.0,43.8,13,0,0.0,0,11.0
2020-12-26,Karl Darlow,Matchweek 15,Away,L 0–2,Newcastle Utd,Manchester City,Y,GK,90,6,2,4,66.7,0,3.2,0,0,0,0,11,21,52.4,16,1,100.0,60.4,5,100.0,62.4,4,1,25.0,0,15.4
2020-12-30,Karl Darlow,Matchweek 16,Home,D 0–0,Newcastle Utd,Liverpool,Y,GK,90,4,0,4,100.0,1,1.2,0,0,0,0,7,21,33.3,15,0,93.3,60.9,7,100.0,65.0,15,0,0.0,0,8.5
2021-01-03,Karl Darlow,Matchweek 17,Home,L 1–2,Newcastle Utd,Leicester City,Y,GK,90,3,2,1,33.3,0,1.3,0,0,0,0,9,23,39.1,21,4,66.7,47.5,10,90.0,58.6,7,0,0.0,0,13.3
2021-01-12,Karl Darlow,Matchweek 18,Away,L 0–1,Newcastle Utd,Sheffield Utd,Y,GK,90,3,1,3,100.0,0,1.3,1,1,0,0,11,27,40.7,18,4,72.2,49.5,14,100.0,66.8,12,0,0.0,0,9.1
2021-01-18,Karl Darlow,Matchweek 19,Away,L 0–3,Newcastle Utd,Arsenal,Y,GK,90,6,3,3,50.0,0,1.6,0,0,0,0,13,24,54.2,25,4,60.0,50.6,12,75.0,52.9,13,3,23.1,0,19.5
2021-01-26,Karl Darlow,Matchweek 20,Home,L 1–2,Newcastle Utd,Leeds United,Y,GK,90,2,2,0,0.0,0,1.1,0,0,0,0,2,11,18.2,16,2,50.0,42.4,8,37.5,42.3,2,0,0.0,0,18.0
2021-01-30,Karl Darlow,Matchweek 21,Away,W 2–0,Newcastle Utd,Everton,Y,GK,90,3,0,3,100.0,1,0.3,0,0,0,0,5,26,19.2,21,3,76.2,53.7,11,90.9,68.7,11,3,27.3,0,8.0
2021-02-02,Karl Darlow,Matchweek 22,Home,L 1–2,Newcastle Utd,Crystal Palace,Y,GK,90,3,2,1,33.3,0,0.7,0,0,0,0,3,6,50.0,19,4,21.1,35.9,4,50.0,37.5,5,0,0.0,0,10.7
2021-02-06,Karl Darlow,Matchweek 23,Home,W 3–2,Newcastle Utd,Southampton,Y,GK,90,5,2,3,60.0,0,1.3,0,0,0,0,9,28,32.1,18,1,94.4,66.7,11,100.0,68.5,10,0,0.0,0,5.5
2021-02-15,Karl Darlow,Matchweek 24,Away,L 0–2,Newcastle Utd,Chelsea,Y,GK,90,5,2,3,60.0,0,1.1,0,0,0,0,8,24,33.3,22,6,68.2,46.0,11,81.8,61.1,8,0,0.0,2,15.2
2021-02-21,Karl Darlow,Matchweek 25,Away,L 1–3,Newcastle Utd,Manchester Utd,Y,GK,90,6,3,4,66.7,0,1.6,1,1,0,0,5,23,21.7,22,2,77.3,55.0,7,85.7,58.9,5,1,20.0,2,18.4
2021-03-15,John Ruddy,Matchweek 28,Home,L 0–1,Wolves,Liverpool,N,0,1,0,0,0,0,0,0.0,0,0,0,0,0,2,0.0,1,0,100.0,62.0,2,50.0,56.5,1,0,0.0,0,0
2021-05-19,John Ruddy,Matchweek 37,Away,L 0–1,Wolves,Everton,Y,GK,90,4,1,3,75.0,0,1.1,0,0,0,0,1,4,25.0,18,10,22.2,31.9,3,0.0,28.3,8,0,0.0,0,10.4
2020-11-29,Dean Henderson,Matchweek 10,Away,W 3–2,Manchester Utd,Southampton,N,GK,45,2,0,2,100.0,0,0.0,0,0,0,0,0,2,0.0,9,4,22.2,31.8,2,0.0,10.0,3,0,0.0,0,19.0
2020-12-05,Dean Henderson,Matchweek 11,Away,W 3–1,Manchester Utd,West Ham,Y,GK,90,6,1,5,83.3,0,1.7,0,0,0,0,7,12,58.3,17,8,58.8,35.4,8,25.0,34.5,15,0,0.0,1,12.6
2020-12-17,Dean Henderson,Matchweek 13,Away,W 3–2,Manchester Utd,Sheffield Utd,Y,GK,90,6,2,4,66.7,0,1.7,0,0,0,0,2,8,25.0,19,4,31.6,34.6,8,25.0,30.0,8,0,0.0,0,14.7
2021-03-07,Dean Henderson,Matchweek 27,Away,W 2–0,Manchester Utd,Manchester City,Y,GK,90,6,0,6,100.0,1,0.5,0,0,0,0,2,12,16.7,15,4,40.0,35.7,17,35.3,32.4,10,2,20.0,1,18.5
2021-03-14,Dean Henderson,Matchweek 28,Home,W 1–0,Manchester Utd,West Ham,Y,GK,90,0,0,0,0,1,0.0,0,0,0,0,1,9,11.1,14,3,42.9,37.8,10,30.0,30.1,7,1,14.3,1,15.7
2021-03-03,Dean Henderson,Matchweek 29,Away,D 0–0,Manchester Utd,Crystal Palace,Y,GK,90,2,0,2,100.0,1,0.3,0,0,0,0,1,2,50.0,8,4,12.5,26.1,5,20.0,27.8,5,1,20.0,1,21.0
2021-04-04,Dean Henderson,Matchweek 30,Home,W 2–1,Manchester Utd,Brighton,Y,GK,90,3,1,2,66.7,0,1.3,0,0,0,0,0,5,0.0,11,4,36.4,35.2,5,20.0,27.0,8,0,0.0,1,11.2
2021-04-11,Dean Henderson,Matchweek 31,Away,W 3–1,Manchester Utd,Tottenham,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,6,7,85.7,14,2,35.7,33.6,8,25.0,31.4,7,1,14.3,3,16.7
2021-04-18,Dean Henderson,Matchweek 32,Home,W 3–1,Manchester Utd,Burnley,Y,GK,90,3,1,2,66.7,0,0.7,0,0,0,0,2,9,22.2,17,6,29.4,37.5,5,80.0,51.6,7,1,14.3,2,17.4
2021-04-25,Dean Henderson,Matchweek 33,Away,D 0–0,Manchester Utd,Leeds United,Y,GK,90,3,0,3,100.0,1,0.1,0,0,0,0,5,8,62.5,30,6,26.7,27.6,1,0.0,9.0,8,1,12.5,2,17.8
2021-05-13,Dean Henderson,Matchweek 34,Home,L 2–4,Manchester Utd,Liverpool,Y,GK,90,8,4,4,50.0,0,2.7,0,0,0,0,6,14,42.9,21,5,47.6,38.4,8,50.0,44.4,4,0,0.0,1,15.0
2021-05-09,Dean Henderson,Matchweek 35,Away,W 3–1,Manchester Utd,Aston Villa,Y,GK,90,5,1,4,80.0,0,1.4,0,0,0,0,4,10,40.0,25,5,32.0,37.5,7,28.6,31.6,10,1,10.0,1,15.1
2021-05-23,Dean Henderson,Matchweek 38,Away,W 2–1,Manchester Utd,Wolves,Y,GK,90,3,1,2,66.7,0,1.0,0,0,0,0,5,12,41.7,20,6,40.0,44.8,10,40.0,39.2,13,1,7.7,0,9.0
2021-01-16,David Button,Matchweek 19,Away,W 3–2,West Brom,Wolves,Y,GK,90,7,2,5,71.4,0,1.7,0,0,0,0,8,29,27.6,25,2,68.0,49.2,12,100.0,67.0,10,1,10.0,0,10.0
2020-11-01,Robin Olsen,Matchweek 7,Away,L 1–2,Everton,Newcastle Utd,Y,GK,90,3,2,2,66.7,0,2.4,1,1,0,0,6,7,85.7,17,3,41.2,35.0,3,0.0,19.3,3,0,0.0,0,0
2020-12-16,Robin Olsen,Matchweek 13,Away,W 2–0,Everton,Leicester City,Y,GK,90,2,0,2,100.0,1,0.5,0,0,0,0,9,23,39.1,26,2,69.2,52.7,6,83.3,59.2,7,0,0.0,0,12.0
2021-02-03,Robin Olsen,Matchweek 22,Away,W 2–1,Everton,Leeds United,Y,GK,90,7,1,6,85.7,0,1.7,0,0,0,0,14,23,60.9,22,1,59.1,42.6,10,100.0,66.9,13,0,0.0,0,11.0
2021-02-06,Robin Olsen,Matchweek 23,Away,D 3–3,Everton,Manchester Utd,Y,GK,90,5,3,2,40.0,0,1.1,0,0,0,0,7,14,50.0,25,3,44.0,37.4,7,42.9,34.9,12,2,16.7,0,3.5
2021-02-14,Robin Olsen,Matchweek 24,Home,L 0–2,Everton,Fulham,Y,GK,90,3,2,0,33.3,0,1.9,0,0,0,0,1,8,12.5,17,1,35.3,38.4,6,33.3,38.0,5,0,0.0,1,13.7
2021-04-05,Robin Olsen,Matchweek 30,Home,D 1–1,Everton,Crystal Palace,Y,GK,90,6,1,5,83.3,0,1.8,0,0,0,0,4,9,44.4,18,6,33.3,32.9,9,33.3,26.0,3,0,0.0,0,12.8
2021-04-12,Robin Olsen,Matchweek 31,Away,D 0–0,Everton,Brighton,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,9,20,45.0,23,5,52.2,43.3,10,80.0,57.5,8,2,25.0,0,9.6
2020-10-04,Adrián,Matchweek 4,Away,L 2–7,Liverpool,Aston Villa,Y,GK,90,11,7,4,36.4,0,5.6,0,0,0,0,4,8,50.0,29,9,17.2,27.7,5,60.0,43.2,6,0,0.0,0,13.9
2020-10-17,Adrián,Matchweek 5,Away,D 2–2,Liverpool,Everton,Y,GK,90,5,2,3,60.0,0,1.6,0,0,0,0,5,17,29.4,19,5,68.4,48.7,9,44.4,36.2,12,2,16.7,0,9.8
2021-02-28,Adrián,Matchweek 26,Away,W 2–0,Liverpool,Sheffield Utd,Y,GK,90,3,0,3,100.0,1,0.8,0,0,0,0,3,7,42.9,29,6,20.7,33.0,8,12.5,21.9,11,0,0.0,1,15.8
